feature,importance_mean,importance_std
emb_40,0.04422222222222223,0.03433647953941251
emb_9,0.035444444444444445,0.0523569774377757
emb_28,0.03238888888888889,0.02328805129961141
emb_41,0.03083333333333333,0.04473205550970641
emb_21,0.025777777777777778,0.03768264164680444
emb_5,0.025111111111111105,0.008135807152624207
emb_30,0.022999999999999993,0.041398917502398186
emb_49,0.019888888888888887,0.03280347392022019
emb_32,0.019055555555555555,0.024013627818129716
emb_62,0.01594444444444444,0.013566935114279192
emb_53,0.015833333333333328,0.03138274276110803
emb_42,0.014999999999999989,0.04052015197465804
emb_20,0.013611111111111096,0.021596753299661042
emb_35,0.011500000000000007,0.011470036111323363
emb_43,0.011277777777777779,0.014812198843112433
emb_0,0.010944444444444446,0.011005890678615213
emb_24,0.010166666666666657,0.02159217965426885
emb_57,0.009777777777777786,0.013844818971213714
emb_29,0.009555555555555552,0.019819089189372335
emb_12,0.009166666666666667,0.005879447357921328
emb_59,0.008888888888888892,0.020597554691255456
emb_33,0.008833333333333323,0.007610097256074559
emb_39,0.008555555555555556,0.028579216310778564
emb_54,0.008333333333333331,0.021064275532372438
emb_56,0.007055555555555556,0.011714979331639536
emb_36,0.00677777777777777,0.009872020569440513
emb_18,0.004444444444444444,0.013769486752675262
emb_61,0.00422222222222222,0.017825803186932675
emb_60,0.0030555555555555488,0.018709936621887892
emb_44,0.002166666666666665,0.018513758647537237
emb_1,0.0007777777777777786,0.0358715988623071
emb_26,0.00044444444444443926,0.011200473975861516
emb_46,-0.0010000000000000065,0.02175806931340446
emb_6,-0.0016111111111111243,0.04596845402482119
emb_50,-0.0018333333333333374,0.019719952921086702
emb_19,-0.0018888888888888935,0.03240389398944226
emb_38,-0.0018888888888888955,0.02395108183334637
emb_45,-0.002388888888888896,0.01973168786933444
emb_14,-0.002555555555555548,0.006946444156527364
emb_52,-0.003166666666666659,0.014318467743390668
emb_16,-0.003166666666666678,0.019992745597921545
emb_11,-0.0034999999999999884,0.024804544585594925
emb_17,-0.0035555555555555596,0.008479095572547527
emb_3,-0.003999999999999996,0.021657120404096463
emb_13,-0.004,0.031495933501969636
emb_55,-0.004000000000000001,0.023599408864745593
emb_15,-0.004055555555555566,0.018388469280207497
emb_37,-0.004777777777777783,0.021221495042806293
emb_8,-0.005277777777777779,0.01475624998365938
emb_48,-0.005611111111111115,0.004449302900039098
emb_58,-0.005777777777777786,0.013495998492465926
emb_47,-0.005888888888888897,0.010445921881318933
emb_22,-0.006388888888888893,0.019627707802498152
emb_51,-0.006666666666666663,0.02233582075700129
emb_63,-0.00744444444444443,0.016426416544512306
emb_7,-0.007722222222222236,0.018342926782903612
emb_25,-0.008555555555555556,0.026939232027328158
emb_31,-0.01066666666666668,0.013095800853708801
emb_23,-0.010833333333333335,0.020338190069636053
emb_34,-0.010888888888888892,0.02503663981714267
emb_10,-0.01388888888888889,0.024618697100244363
emb_2,-0.014722222222222239,0.02298885935232516
emb_4,-0.015055555555555563,0.02151542656437268
emb_27,-0.020111111111111104,0.04768712329754293
