ID,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
1,0.047491726,0.028733604,0.46089587,0.07368434,0.0027319067,0.21125743,-0.034130745,0.11589824,-0.0047286106,0.028015308,0.032623824,0.104956105,-0.24829018,-0.21666493,-0.05285553,-0.024518715,-0.41160303,0.39145148,-0.06055987,0.012224454,0.22012375,0.1649858,-0.18069819,-0.09030587,0.4171088,-0.047749113,0.216442,-0.012714257,0.20594971,-0.0750805,-0.16652103,0.061640393,0.013318394,-0.13977519,-0.18596901,0.20503587,0.19292827,0.2690766,0.23887487,0.03134746,0.17838791,-0.18163557,0.30159363,0.030246556,0.038833,0.111151375,0.15331398,-0.40140277,0.14877133,-0.026185067,0.1605355,0.2386151,-0.15436868,-0.2158097,-0.59533226,0.14128174,0.5098607,-0.19740036,0.13640857,-0.07480684,-0.1610482,0.16421059,0.15812418,0.5653032
5,0.09091048,-0.17052618,0.1544169,-0.057106182,-0.08639877,-0.2153061,-0.13163118,0.032613065,0.063991144,0.104177766,-0.14862809,-0.0886535,-0.1642077,-0.18460003,-0.45922568,-0.181048,-0.1529235,0.5101071,-0.09747748,0.09597137,0.15417725,0.025198292,-0.31492522,-0.193062,-0.051950026,-0.28886747,-0.11808507,0.03988795,-0.19067419,0.3768849,0.0067356904,0.07513244,0.019272288,0.137764,0.13935529,0.1326732,0.487929,-0.04939268,-0.12730327,0.27547306,-0.084576935,-0.19002517,-0.24680962,-0.08482972,0.15985937,0.12500969,0.06241893,-0.18175763,0.170652,-0.1495528,0.2210556,0.20159627,0.051123276,-0.15552981,-0.25767788,0.09595275,0.16009913,-0.22663991,-0.097059876,-0.023346156,0.019405985,0.11698997,0.17494306,0.2926656
7,0.08855955,0.02094592,0.4562418,0.076460615,-0.0066951984,0.1897692,-0.061091866,0.12450338,-0.003369347,0.06716067,0.027347853,0.12049732,-0.24677375,-0.2287006,-0.045007244,-0.032193474,-0.3717662,0.37665135,-0.1065391,0.02146353,0.23134744,0.14430517,-0.21036945,-0.075202264,0.41652006,-0.077218056,0.20681019,0.0089803,0.21074113,-0.07209372,-0.15663965,0.07217698,0.025707228,-0.14446631,-0.15833555,0.1862442,0.2352133,0.22220062,0.20929065,0.038400695,0.17054215,-0.14599933,0.2923357,0.053598464,0.029711198,0.09426964,0.15127757,-0.36223713,0.16656145,-0.024599027,0.1773357,0.21608624,-0.13283359,-0.21234779,-0.58859766,0.15297264,0.48895818,-0.18366265,0.14445926,-0.048978776,-0.15092787,0.16334385,0.19618763,0.56874806
8,0.07795088,-0.1825025,0.3465471,0.03647393,-0.17599021,-0.19965082,-0.16566312,-0.11693605,-0.1032569,-0.06543885,-0.23886582,-0.2355437,-0.0070753405,0.005269419,-0.3473262,-0.16906981,-0.12676811,0.36899385,-0.14779824,0.2570322,0.15205719,-0.008403303,-0.23690894,-0.050061975,0.06569287,-0.08328743,-0.12392059,-0.029974466,-0.072205655,0.099710554,0.026343286,-0.12033068,-0.009659721,0.16845022,0.09339252,-0.0035025182,0.44026595,0.06475899,-0.019930236,0.033179335,-0.15663837,0.019592337,-0.2688255,0.14631262,-0.030224513,0.07288603,0.06056168,-0.12976576,0.30227667,-0.16053115,0.20947106,0.045252766,-0.14196184,-0.05950042,-0.10446429,-0.1221198,0.21718495,-0.09592572,-0.0588486,-0.17279427,0.021341104,0.10433422,0.12321401,0.19660272
9,0.10312763,0.022780163,0.50138974,0.06367092,-0.050923184,0.13179679,-0.107700855,0.09129604,-0.07980531,0.0487873,-0.054307073,0.04441688,-0.11435999,-0.17084397,-0.017644256,0.009705548,-0.37772483,0.33299458,-0.13432555,0.12283076,0.23277532,0.11277892,-0.17760342,-0.033678953,0.40418383,-0.0071720663,0.15496637,-0.0019019629,0.23870194,-0.123548664,-0.07973084,-0.0036630307,-0.041279987,-0.0962191,-0.15453507,0.06887476,0.20240189,0.25613356,0.19828862,-0.071734056,0.13007514,-0.022782117,0.16711678,0.15826635,-0.062060364,0.09139491,0.16266955,-0.2844786,0.23450167,-0.12318777,0.16059984,0.13967602,-0.1699903,-0.16638552,-0.48014957,0.06520284,0.5433303,-0.173355,0.1212696,-0.05784682,-0.08356586,0.18128303,0.12364857,0.5734099
10,0.07533329,0.053623047,0.4022018,-0.06654856,-0.042074967,0.18525763,0.01677071,0.1424109,-0.03128417,0.07621172,0.029681053,0.11282979,-0.2132373,-0.1945382,-0.16276179,-0.033309773,-0.43148303,0.3691506,-0.07266168,0.04447479,0.18813989,0.15664744,-0.19063437,-0.14407086,0.3262584,-0.084636696,0.13643816,0.039057456,0.17827731,0.07888632,-0.15764299,0.032607418,0.03199111,-0.1572696,-0.16832215,0.16645597,0.20135821,0.23617524,0.2141375,0.06050349,0.15133342,-0.12542346,0.20703319,-0.020189142,0.084239,0.069260284,0.1673806,-0.3828701,0.12049399,-0.06690049,0.18204115,0.31269985,-0.10909166,-0.24049152,-0.5076977,0.14322697,0.54520303,-0.2521338,0.14146248,0.049277462,-0.09569231,0.14381808,0.1374134,0.57839423
11,0.0183385,-0.026958127,0.26714253,-0.32513818,-0.07117411,-0.023145393,0.051148616,-0.0062575173,-0.05754269,0.03854078,-0.09529303,-0.12268579,-0.1349634,-0.0443262,-0.56096625,-0.06603826,-0.25796255,0.33423415,-0.046907183,0.09520131,0.04742246,0.0118465405,-0.26529416,-0.27736136,-0.002275332,-0.1543208,-0.08344163,0.0043345937,-0.18985881,0.51767033,-0.112697855,-0.010539026,0.06606461,0.038398124,0.0017530048,0.190109,0.3309876,0.014135089,0.008414349,0.18692659,0.0068116034,-0.14521989,-0.15350556,-0.051139645,0.09242641,0.0648516,0.04650454,-0.27606487,0.062196054,-0.08190645,0.24956664,0.45621756,0.049228083,-0.21610522,-0.124919675,0.026222456,0.3429917,-0.28790766,-0.00857536,0.09319585,0.03169375,0.1395807,0.08092871,0.3542617
13,0.11276125,-0.07210337,0.43151775,-0.32140055,-0.12064235,-0.18381047,-0.23325041,-0.08820638,-0.18674614,0.06258369,-0.22750533,-0.17647785,0.107109845,-0.033148415,-0.44860646,0.20213449,-0.13010575,0.27982005,-0.14269747,0.29397446,-0.053294417,-0.10569297,-0.2681447,-0.27834818,-0.016340893,-0.15655653,-0.17463641,0.019365659,-0.10987115,0.3485194,0.12215384,0.065297514,-0.13165888,0.3057026,0.030667283,-0.038072594,0.36002845,-0.009920035,-0.17474821,0.12376605,0.07359679,0.07763834,-0.4195632,0.2472858,-0.17068297,0.09123231,-0.018624365,0.07773782,0.43528154,-0.3179414,0.19893697,0.23441379,0.025747774,-0.092919566,0.046865106,-0.2185385,0.44557983,-0.17998059,-0.07715597,0.020985343,0.18370306,0.11842396,-0.13353397,0.46939445
14,0.07659404,-0.26701492,0.19831307,0.13778554,-0.14805718,-0.3108543,-0.1666077,-0.058504015,0.074967444,0.029556992,-0.22447464,-0.18518281,-0.18757957,-0.1637031,-0.4725445,-0.36724684,-0.10132792,0.5890449,-0.14414561,0.09908646,0.23584388,0.03428906,-0.28549868,-0.06664629,-0.046222575,-0.25863907,-0.15821962,0.04907376,-0.20840259,0.2404901,0.035374057,-0.05368621,0.07125303,0.19436829,0.20393936,0.12259638,0.5927418,-0.0034313432,-0.17189033,0.24397115,-0.2773019,-0.2151785,-0.24091053,-0.054653455,0.22478321,0.08641146,0.0787563,-0.2578508,0.15369731,-0.1122564,0.23477468,0.0017024748,-0.007537366,-0.08186607,-0.3073199,0.08275317,0.006128557,-0.1637977,-0.13099216,-0.17686619,-0.07723126,0.07952636,0.2929093,0.10216162
15,0.059735194,-0.02177205,0.5500061,-0.2563751,-0.09582209,-0.051109105,-0.21122871,-0.1295598,-0.20557253,-0.059299204,-0.21303947,-0.2219837,0.08668624,0.011180891,-0.35241255,0.15614218,-0.17767842,0.21053265,-0.1407618,0.2632877,-0.08581126,-0.09436694,-0.2065203,-0.23011713,0.10541633,-0.01146632,-0.07353274,-0.029416138,-0.06194045,0.1829001,0.009237666,-0.014762001,-0.10263933,0.22245727,-0.041289613,0.015998883,0.2530575,0.07324348,-0.06670079,0.0058334805,0.09133246,0.03868335,-0.21927851,0.30063722,-0.224234,0.07419923,-0.037880946,0.012834564,0.40840718,-0.2179621,0.13224055,0.20027664,-0.06899636,-0.0789777,-0.0117278965,-0.25639513,0.47988266,-0.12196346,-0.018538522,-0.075904064,0.077213265,0.10082855,-0.10196933,0.41473496
