ID,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
1,0.049554896,-0.007686229,0.11816191,0.012258813,-0.08522364,0.2198068,0.012911183,0.19630702,-0.05421674,0.12533997,-0.16131741,-0.11370359,0.07485912,-0.047963902,-0.13605691,-0.08622511,-0.12519094,0.4122586,-0.077583395,0.074587375,0.02947552,-0.13120373,-0.0971245,-0.06377109,0.11803058,-0.11213827,0.007816445,-0.073280595,-0.13798644,0.103437975,0.008031605,-0.0074677616,-0.009931142,0.0031803818,0.04160092,-0.07196356,0.13019982,-0.066464216,0.007051338,-0.057728928,-0.22245099,-0.12963031,-0.07043267,-0.05139249,0.0032487295,0.15827513,0.07802894,-0.24407622,-0.14045273,-0.32895476,0.11932713,0.1493263,-0.09758146,-0.056691814,-0.25607482,0.13825642,0.061388876,-0.08525461,0.017400213,-0.05842892,-0.06777408,0.12658252,0.08386865,0.33180422
2,0.098719336,0.015468868,0.10187934,0.0062720226,-0.08201041,0.21952735,0.01193974,0.16891418,-0.10593425,0.13374086,-0.14736858,-0.12376306,0.08840761,-0.0316989,-0.15202667,-0.10660941,-0.0987244,0.4073904,-0.124589354,0.052258786,0.03272864,-0.13186051,-0.11078044,-0.052212622,0.10368327,-0.104936495,-0.011112604,-0.07046664,-0.119279355,0.11162435,0.023904229,0.0004532591,0.0077846125,0.0040684505,0.02727586,-0.08231131,0.096452065,-0.058589198,0.0103978915,-0.061457384,-0.22481962,-0.1683994,-0.08478563,-0.011863841,-0.010244874,0.1419507,0.041351315,-0.2732495,-0.15092693,-0.30200264,0.12768857,0.15985778,-0.1318379,-0.06610082,-0.27340078,0.11979823,0.054716595,-0.028892439,-0.029513579,-0.0995735,-0.08783245,0.11807484,0.04854692,0.350798
3,0.061225772,0.022627732,0.13320921,0.005107952,-0.09723805,0.24763481,0.018260771,0.17913078,-0.10421019,0.12329731,-0.18477577,-0.11591958,0.08453306,-0.038060445,-0.19386965,-0.10229965,-0.10747668,0.3868264,-0.09290909,0.05216946,0.048955567,-0.15691411,-0.105956614,-0.018751564,0.111423746,-0.09632843,0.006854371,-0.08349554,-0.14701319,0.09594514,0.02821728,-0.038846146,0.007986441,-0.020264933,0.007756176,-0.08062784,0.13784815,-0.04552128,-0.023790548,-0.033399414,-0.17777362,-0.14472274,-0.10578857,-0.033825774,0.0035597384,0.12910916,0.046428096,-0.2686826,-0.15050176,-0.29115915,0.119302005,0.18659,-0.18351278,-0.094427265,-0.22370979,0.1300304,0.076568,-0.036376446,0.0010236521,-0.10733969,-0.1010906,0.12672918,0.061510846,0.33994156
5,0.06964367,0.027783787,0.09347971,0.021815212,-0.11011684,0.2268181,0.0012653732,0.16508576,-0.059729654,0.12936412,-0.1533407,-0.08702439,0.107681215,-0.09133887,-0.15908143,-0.071443975,-0.06836419,0.4349841,-0.065492764,0.055187035,0.0533703,-0.14487773,-0.13044135,-0.03130797,0.12338882,-0.12031243,0.007551788,-0.06756765,-0.13612086,0.11963598,0.012227974,-0.0037364191,-0.00056025485,0.010366187,0.025764024,-0.044012696,0.138744,-0.06120414,0.012009374,-0.06611513,-0.17702627,-0.13772388,-0.071630746,-0.034243453,-0.0027129357,0.1667049,0.0913673,-0.25968024,-0.10665775,-0.2962566,0.1300926,0.13702388,-0.10559045,-0.08194168,-0.26426682,0.0922294,0.044591114,-0.03972485,0.016954064,-0.096768185,-0.114365496,0.14178866,0.08962153,0.34323683
8,0.051320132,0.023424726,0.13160715,0.014405377,-0.057842307,0.22168963,0.00795674,0.16646618,-0.104373254,0.17317826,-0.13093194,-0.12112588,0.062286325,-0.048036188,-0.1241596,-0.063654505,-0.12696548,0.40949184,-0.083040245,0.050565664,0.061124396,-0.14133364,-0.09877434,-0.08472925,0.10258435,-0.10279003,0.001078591,-0.08607572,-0.15154506,0.14881647,0.025111983,0.013192085,-0.00524779,0.036410175,0.036891546,-0.06687002,0.09810175,-0.045290053,0.0046732984,-0.076364696,-0.21314487,-0.1442523,-0.06414951,-0.054247733,-0.036140367,0.10948352,0.055970155,-0.25937328,-0.16560254,-0.3104276,0.1382109,0.16631404,-0.1071177,-0.047303054,-0.26761496,0.13700798,0.05782758,-0.051740233,-0.015284101,-0.042125612,-0.0847788,0.10124116,0.06027653,0.35268837
9,0.07565272,0.02228612,0.1243408,-0.015490556,-0.08197623,0.24566358,0.010792866,0.1625225,-0.10698527,0.14422797,-0.13018726,-0.13869119,0.056204006,-0.052175652,-0.16642298,-0.08996847,-0.12433649,0.40568766,-0.08768119,0.08033979,0.053184666,-0.1206638,-0.11483319,-0.01923044,0.09479958,-0.1025787,0.017581807,-0.07261276,-0.15035033,0.12119684,0.023278592,-0.023269806,0.015768778,0.0069965287,0.032367177,-0.066234246,0.14357942,-0.067948714,0.008379262,-0.055139706,-0.18982226,-0.15749183,-0.08121375,-0.051373474,-0.010645933,0.16302462,0.088488415,-0.23477,-0.15158252,-0.2890002,0.107088804,0.15685941,-0.113326736,-0.071759954,-0.25670454,0.13826238,0.052620906,-0.04291371,-0.0018543856,-0.095643446,-0.106207594,0.11711925,0.09054366,0.34641635
10,0.09160432,0.012227001,0.13222584,0.009491171,-0.12011638,0.22549215,0.047926076,0.16284318,-0.07196543,0.13326052,-0.1312438,-0.10083635,0.07514913,-0.0878334,-0.14865282,-0.055090602,-0.08967757,0.4216881,-0.06813646,0.112199955,0.009158325,-0.12380019,-0.12190704,-0.033114064,0.13965245,-0.09858476,0.042635314,-0.044712655,-0.12871426,0.107215084,-0.0022918563,-0.031712297,0.015892638,0.019455869,0.003033242,-0.0341105,0.12583402,-0.05526989,0.025445081,-0.039179657,-0.18845049,-0.14572202,-0.08600283,-0.058699057,-0.012890202,0.16961803,0.101247646,-0.25445408,-0.11219308,-0.27314928,0.09451607,0.17034502,-0.10010073,-0.086844705,-0.2380046,0.13368551,0.09916204,-0.038899533,0.011586229,-0.09867466,-0.117119685,0.1271736,0.07042807,0.35665512
11,0.06348618,0.033401642,0.119662724,0.006002368,-0.08753615,0.23462911,0.006369304,0.17296204,-0.0796393,0.14644143,-0.14658408,-0.1336274,0.07934932,-0.042693418,-0.17471753,-0.09136458,-0.07775707,0.41683128,-0.08231148,0.07686022,0.012099638,-0.10529028,-0.12865795,-0.04168963,0.14536522,-0.09014148,0.030987075,-0.059559934,-0.13445692,0.10425065,0.0042536855,-0.056716602,0.004257813,0.015413447,0.020380702,-0.06985931,0.12555322,-0.061228342,0.013580776,-0.06392855,-0.2149011,-0.1403535,-0.09309146,-0.057956364,0.011402784,0.15797198,0.0743023,-0.24741514,-0.1441341,-0.32216153,0.113565795,0.1393041,-0.118405834,-0.084574394,-0.24115407,0.12208509,0.043733988,-0.05391151,-0.040517695,-0.10765331,-0.12274292,0.12725519,0.08407199,0.3191442
14,0.06158873,0.026338693,0.10433087,0.0077061835,-0.11748407,0.21052794,0.021270042,0.16425662,-0.07963271,0.13249746,-0.123473085,-0.1461886,0.10457814,-0.071306214,-0.19094773,-0.07445408,-0.09083811,0.43917733,-0.09290365,0.08527277,0.016716965,-0.13423213,-0.11439423,-0.02496471,0.1268753,-0.08029818,0.021834306,-0.05954809,-0.13557065,0.11303897,0.021044651,-0.05666206,-0.02027714,0.012175713,0.003995431,-0.04122558,0.084156096,-0.033337735,0.0066459044,-0.08740155,-0.20534578,-0.15374276,-0.0937859,-0.043937925,-0.029016746,0.13640721,0.0698457,-0.25708094,-0.12321109,-0.29974467,0.11631667,0.12939888,-0.11845459,-0.07122413,-0.25226584,0.12322369,0.06991219,-0.04369789,-0.012261097,-0.098426,-0.10588943,0.1212339,0.07433492,0.34641305
18,0.052362215,0.00049231184,0.09804762,-0.0027054672,-0.07577518,0.2053321,0.0055002254,0.17495662,-0.0786566,0.16938742,-0.15907058,-0.108158566,0.053426806,-0.076491795,-0.14547561,-0.083096355,-0.10635185,0.43495825,-0.049282607,0.07641699,0.050143708,-0.121442296,-0.0896196,-0.059438873,0.112500876,-0.11054774,0.0347679,-0.07303445,-0.14076494,0.11092575,0.023365118,0.0014643559,-0.0052405503,0.035438683,0.035388276,-0.06848538,0.11301364,-0.023062056,0.004331577,-0.039924305,-0.20085333,-0.15547353,-0.0552871,-0.044422284,-0.0180367,0.13058981,0.07543624,-0.2433101,-0.16034599,-0.3197639,0.13364616,0.13785683,-0.11889675,-0.05163837,-0.27090785,0.10974807,0.05841167,-0.066490605,-0.015812686,-0.078390524,-0.111998685,0.090514354,0.061445523,0.35391337
