ID,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
1,-0.15873092,-0.18364464,0.40526497,0.28908697,0.0784145,-0.010899097,0.018818682,-0.21170239,-0.24376236,-0.096417375,0.13943677,-0.15695693,-0.27991444,0.037047785,-0.57664573,-0.44137502,0.11734959,0.35672146,-0.34098223,0.6725017,0.095413364,0.004180143,-0.41104186,0.14247037,0.020196322,-0.13147415,-0.104965515,0.10580471,-0.07220176,0.0068070684,-0.37467954,0.22637595,0.4802381,-0.3346956,0.2549189,0.3827536,0.31553462,-0.35782075,0.52276677,-0.08370131,-0.061464258,-0.59620166,0.040683866,0.23539978,-0.24114281,0.11953659,-0.1424335,-0.20367073,0.4690644,0.22716038,0.4508878,0.19859692,0.16443527,0.14467935,-0.6369744,-0.27851474,0.25386623,-0.51497054,-0.18362732,-0.38975248,0.22195189,0.24441555,0.14147128,0.37006113
2,0.086007364,-0.0226316,0.7233287,0.27224648,0.12588194,0.29110336,-0.4381021,-0.07938786,-0.24911764,0.17205586,0.069333516,-0.3149101,-0.3958302,-0.27582705,-0.5380783,0.2416477,-0.22703226,0.5814466,-0.18386121,-0.36913753,0.072351195,-0.09673863,0.0918249,-0.2888889,0.35059732,-0.04186827,0.22422673,-0.3136124,0.35452437,-0.04757518,-0.021502705,0.59353036,0.20947187,0.184006,-0.1819111,0.08265948,0.12261081,0.16020623,0.42201835,0.30760804,-0.06995015,-0.007875745,-0.25556624,0.079650395,0.04770225,0.29675457,0.15708019,-0.33028466,0.32291153,0.09019916,0.42503896,0.03478758,-0.10122041,0.018381208,-0.3736685,-0.29689553,0.053505793,-0.22697048,0.13378932,-0.014684482,-0.5904507,0.35569486,0.120235175,0.46630472
3,0.5340288,0.038718816,0.6004252,-0.20161434,-0.03315238,-0.23236208,-0.11313626,0.25987777,0.14106475,-0.049553126,-0.20681272,0.12900305,-0.27962673,-0.40678826,-0.28880736,0.09729349,-0.30851448,0.51806045,-0.050571013,0.040041257,-0.053871125,-0.23915051,-0.017579328,-0.11412883,0.06683652,-0.39899397,0.04752059,0.03379996,0.42732188,0.15453781,-0.0011689201,-0.0687141,-0.18137838,-0.08573166,-0.17950246,0.095370054,0.1979635,0.2606966,0.040383864,0.2634442,-0.1416194,-0.01661037,0.38982114,0.2518948,0.073402084,0.47180572,0.38424328,-0.0531395,0.13703665,-0.27667227,0.38561687,0.05058261,0.1831708,-0.14719473,-0.25014237,-0.11026297,0.33162814,-0.21725994,0.3850173,0.13660379,-0.11985052,0.063646324,-0.1825097,0.42954078
5,0.2830238,-0.36893773,0.5748383,-0.041551005,0.40480202,-0.33342534,-0.29174206,0.16987649,0.1493642,0.04983225,-0.19161648,0.07592276,-0.4477347,-0.52304715,-0.03945027,-0.028494371,-0.45124927,0.7891211,0.031662837,0.07180889,0.37636006,-0.11354008,0.41443834,-0.1757801,-0.054485515,-0.5759142,0.12513295,-0.120255485,0.5979331,-0.18663703,0.05152587,0.029768119,-0.18448475,0.15784886,-0.3640368,0.30185762,0.49541897,0.27855688,-0.041343734,0.24574137,0.3229321,0.03469735,0.22320065,0.053297725,0.074914776,0.41334152,0.36753425,-0.22640206,-0.057809882,-0.30365232,0.15839241,-0.08514684,0.06987207,-0.24908291,-0.3461189,0.2189706,0.09962779,-0.030718733,0.121362194,-0.13652164,-0.17814627,-0.013078194,0.018358655,0.4824253
7,-0.06837644,-0.14891449,0.32210442,0.16797915,0.09554237,-0.14172955,0.099241324,-0.17929651,-0.1989641,-0.15052961,0.0703204,0.0006302203,-0.18359154,-0.0004699477,-0.50497335,-0.36422363,0.17401254,0.32511038,-0.2817471,0.66163194,-0.019518046,-0.0016719938,-0.4160873,0.123232245,0.0164736,-0.21933436,-0.15605175,0.1554566,-0.08053318,-0.026080666,-0.36372513,0.06000926,0.35023582,-0.38954866,0.21763094,0.30506673,0.31987622,-0.22212887,0.47029507,-0.054330613,-0.057023734,-0.54393834,0.19413361,0.26554015,-0.21363337,0.19005246,-0.12713918,-0.10444366,0.4536479,0.14444733,0.44604942,0.102291375,0.1637437,0.073953636,-0.57209,-0.34396824,0.2747246,-0.5059571,-0.10319036,-0.30546746,0.29733282,0.22555813,0.013579871,0.37057638
9,-0.08941738,-0.14385013,0.32272157,0.0060550557,0.051098548,-0.1898713,0.080186605,-0.21846648,-0.2654131,-0.271614,-0.11120318,0.04802054,0.02789052,0.054298,-0.5310646,-0.30937544,0.23063318,0.40126285,-0.24383692,0.61320245,-0.161314,0.014790903,-0.44522566,0.0061275456,0.013484612,-0.24012509,-0.1727326,0.2384659,-0.20036909,-0.0075560864,-0.36270154,-0.108567685,0.15577346,-0.35430595,0.2510637,0.1520824,0.37677273,-0.12602226,0.45265657,-0.055057652,0.025089867,-0.5038492,0.14307715,0.26670197,-0.16813,0.3153384,-0.11681918,-0.0020854534,0.55234104,0.03746975,0.43988356,-0.022082336,0.10957518,-0.20859651,-0.5312183,-0.48671976,0.20377173,-0.5093503,-0.11560395,-0.22298191,0.4441305,0.2659062,-0.05906349,0.42787564
10,0.08991974,-0.058368992,0.25388715,-0.036579072,0.10541761,-0.21829857,0.08438417,-0.051947936,-0.18845695,-0.10910608,0.01392693,0.1948175,-0.062511906,-0.16155371,-0.35876545,-0.17154513,0.20284851,0.42763543,-0.22861227,0.58408904,-0.12963727,-0.00393506,-0.41379932,0.06521751,-0.0871544,-0.3175388,-0.20065854,0.10627348,-0.045959584,0.04641983,-0.26005587,-0.040164895,0.1858769,-0.34273344,0.20368199,0.19264512,0.19948496,-0.18158436,0.47172952,0.11980701,-0.037621863,-0.4720506,0.29997432,0.3101153,-0.23699854,0.3738779,0.073597044,-0.019224115,0.4726843,0.057631213,0.4304666,-0.05897426,0.21819371,-0.06899666,-0.5472085,-0.36900333,0.2428782,-0.4323507,0.058943,-0.18945527,0.29663542,0.28263304,-0.086138576,0.37938747
11,0.46715304,-0.14714386,0.45270455,-0.13430929,0.15360041,-0.30002654,-0.14444686,0.18068877,0.042533007,0.01073694,-0.14053233,0.20787819,-0.3291694,-0.5582709,-0.16436034,0.13223772,-0.2377959,0.6336857,-0.06703256,0.10302315,0.06112731,-0.14650683,-0.039930936,-0.11569801,-0.044529032,-0.50763464,-0.02738298,-0.062546186,0.41864094,0.08773265,-0.01422984,0.051306963,-0.11125944,-0.00016514344,-0.19587448,0.13916825,0.2377662,0.12762305,0.091303535,0.4146983,0.04958642,-0.06996911,0.43322942,0.28073734,0.03837444,0.42533857,0.4109323,-0.1254067,0.16618802,-0.22653379,0.32696775,-0.037206307,0.20514199,-0.12092967,-0.3440556,0.023805944,0.3339373,-0.059854396,0.40360266,-0.06968521,-0.122406386,0.08596675,-0.12925543,0.41366753
13,0.44406343,0.15088812,0.50509614,-0.09818593,-0.2603163,0.115320176,-0.27295065,0.08667333,-0.12555008,0.14418629,-0.34201667,-0.023442786,-0.09884765,-0.3735879,-0.34602374,0.16001274,0.035111897,0.57561177,-0.174582,-0.14215861,-0.012402629,-0.33608735,-0.27945796,-0.34126756,0.21345946,-0.16029447,0.025002128,-0.17746511,0.107067406,0.24650998,0.094961196,-0.053011596,-0.1982747,-0.010773595,-0.13456197,-0.1569038,0.20456637,0.043092895,0.27842936,0.23279631,-0.236581,0.09487836,0.082630105,0.37735224,0.0361324,0.6659557,0.24534905,0.07803887,0.18039492,-0.32464227,0.47625995,0.028490635,0.14705725,-0.45097417,-0.19198242,-0.101272196,0.31896472,-0.03852111,0.29828548,0.16232483,-0.0078566,0.50873727,-0.18842362,0.3783836
14,-0.037817754,-0.41703105,0.31580824,0.26858023,0.19726056,0.032991633,-0.285244,-0.12814893,0.022984685,0.106032,-0.2062642,-0.32470158,-0.33299422,-0.17361893,-0.10766398,-0.27502796,-0.39335757,0.4439378,-0.08085148,0.121721715,0.59413093,-0.09448812,0.27424788,-0.029341312,0.011477116,-0.1561282,0.112493366,-0.107595295,0.30154526,-0.17495364,0.07726486,0.14260761,-0.091620214,0.14697242,-0.2721549,0.17375834,0.5632393,0.03556458,0.0230707,-0.08587769,0.20293528,0.04346817,-0.21824019,-0.062364973,0.106477335,0.19492264,0.0050826697,-0.2743969,-0.10161113,-0.16830562,0.17302385,0.11252046,-0.08980171,-0.20335327,-0.16935846,0.38125077,-0.02033985,0.00382251,-0.19852342,-0.23858139,0.019121764,0.16540235,0.18323094,0.34027866
